CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
1155-LGQUTL-72M,2,4,Female,33,13,Sales,Yes,1,No," $27,000.00 ",15.9,1.266435,3.026565,No,Married,2,3,0,0,0,0,4,Own,Foreign," $10,200.00 ",32,No,No,AMEX,4,13," $4,160.40 ",Yes,9, $9.15 , $36.95 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,21,Yes,Yes,No,No,No
5485-OAPJJG-DEJ,3,4,Female,22,17,Sales,No,0,No," $29,000.00 ",18.3,1.549644,3.757356,No,Unmarried,1,0,0,0,0,1,1,Own,Foreign," $18,000.00 ",26,Yes,No,AMEX,4,10," $3,583.90 ",Yes,37, $23.55 , $295.20 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,Yes,Yes,No,Yes,Yes,No,21,Yes,No,Yes,Yes,Yes
3525-CBTZIU-Y6O,1,2,Male,28,12,Crafts,Yes,6,No," $22,000.00 ",10.4,1.01816,1.26984,No,Unmarried,2,1,1,0,0,0,4,Own,Foreign," $10,500.00 ",20,No,Yes,Mast,2,7," $2,946.10 ",Yes,5, $5.25 , $3.40 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,Yes,No,No,No,16,No,No,No,No,No
4343-BRGTGU-2F7,1,1,Female,19,14,Labor,No,0,No," $22,000.00 ",5.1,0.480216,0.641784,No,Married,3,0,0,0,0,0,0,-1,-1," $(1,000.00)",17,Yes,Yes,AMEX,1,15," $7,247.30 ",Yes,11, $11.10 , $38.15 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,Yes,No,No,No,No,No,21,Yes,No,No,No,No
8959-QTRTXS-E04,1,1,Male,38,20,Labor,No,6,No," $33,000.00 ",5,0.9636,0.6864,No,Unmarried,1,0,0,0,0,1,1,Own,Domestic," $12,300.00 ",18,No,Yes,AMEX,5,4," $1,311.50 ",Yes,10, $16.50 , $55.10 ,Yes, $20.45 , $183.30 ,No,No, $-   , $-   ,Yes,No,No,Yes,No,No,No,No,Yes,16,Yes,Yes,No,No,No
5909-ZHNVTG-VP7,1,3,Male,54,17,Service,No,7,No," $47,000.00 ",10.2,3.346212,1.447788,Yes,Unmarried,1,0,0,0,0,1,3,Own,Foreign," $26,000.00 ",21,No,Yes,Mast,5,6, $854.40 ,No,21, $17.10 , $123.25 ,Yes, $31.05 , $603.65 ,No,Yes, $20.70 , $366.65 ,Yes,No,No,No,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No
7337-ZWFTEQ-OMH,5,5,Male,56,14,Crafts,No,20,No," $49,000.00 ",2.5,0.32585,0.89915,No,Married,2,7,0,4,3,0,2,Lease,Domestic," $28,000.00 ",34,No,Yes,Visa,33,6," $1,098.30 ",No,64, $26.55 , $587.45 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,21,No,No,No,No,Yes
1635-WRUADP-XLS,5,1,Female,74,10,Professional,Yes,14,No," $54,000.00 ",7.5,1.15425,2.89575,No,Unmarried,1,0,0,0,0,0,0,-1,-1," $(1,000.00)",20,No,No,Visa,33,12," $5,317.20 ",No,68, $83.40 ," $1,876.50 ",No, $-   , $-   ,Yes,Yes, $42.25 ," $2,655.10 ",Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,28,Yes,Yes,No,No,Yes
0841-NFSBFE-5PI,5,5,Female,57,9,Crafts,No,30,No," $75,000.00 ",5.7,1.88955,2.38545,No,Unmarried,1,1,1,0,0,1,2,Lease,Foreign," $42,900.00 ",21,Yes,Yes,Mast,39,17," $2,760.60 ",No,72, $96.30 ," $2,349.95 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,Yes,Yes,Yes,Yes,No,17,No,No,No,No,Yes
1044-DFUFDF-9TG,3,5,Male,38,14,Agriculture,No,12,No," $74,000.00 ",3,0.97236,1.24764,No,Unmarried,1,10,0,1,0,1,2,Own,Foreign," $41,200.00 ",30,No,No,AMEX,7,17," $14,921.60 ",No,7, $16.20 , $69.40 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,Yes,Yes,Yes,No,17,Yes,No,Yes,No,No
9035-RTYCTI-52C,5,1,Female,50,15,Service,No,10,No," $64,000.00 ",3.6,0.407808,1.896192,No,Unmarried,4,4,0,0,0,1,2,Own,Domestic," $38,400.00 ",22,No,No,Mast,31,7," $1,420.10 ",Yes,63, $33.90 , $753.10 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,No,18,Yes,No,Yes,No,No
9287-WEDAYS-ZG0,5,3,Male,65,13,Sales,No,2,No," $27,000.00 ",4.3,0.45279,0.70821,No,Unmarried,1,0,0,0,0,1,2,Lease,Foreign," $11,900.00 ",18,No,Yes,Mast,3,7," $2,548.30 ",No,10, $5.10 , $17.35 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,20,No,No,No,No,No
6110-EIIBEV-A7D,4,2,Male,28,16,Sales,No,1,No," $22,000.00 ",4.4,0.293304,0.674696,No,Married,3,7,0,2,0,1,2,Lease,Domestic," $9,500.00 ",20,No,No,AMEX,4,17," $7,059.80 ",No,11, $19.20 , $58.00 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,23,No,No,Yes,No,No
2160-QODOUI-USX,3,2,Female,22,12,Professional,No,2,No," $18,000.00 ",20.9,1.722996,2.039004,Yes,Unmarried,1,0,0,0,0,1,4,Own,Domestic," $10,300.00 ",22,No,Yes,Disc,1,12," $2,938.00 ",Yes,1, $4.20 , $1.40 ,Yes, $23.20 , $23.20 ,Yes,No, $-   , $-   ,No,Yes,No,3,Yes,Yes,Yes,Yes,Yes,13,Yes,No,No,No,No
2067-LYKEFN-EEO,5,4,Female,44,19,Sales,No,3,No," $139,000.00 ",8.7,4.075341,8.017659,Yes,Married,2,1,0,0,0,1,5,Own,Foreign," $80,800.00 ",27,Yes,Yes,Visa,7,15," $5,406.70 ",Yes,6, $16.95 , $31.15 ,Yes, $32.15 , $164.30 ,No,Yes, $18.65 , $105.15 ,No,No,No,4,No,No,No,No,Yes,19,Yes,Yes,No,No,No
0723-GXNSOR-NBK,2,1,Female,70,10,Labor,No,34,No," $171,000.00 ",8.8,0.30096,14.74704,No,Unmarried,1,0,0,0,0,1,2,Own,Domestic," $74,400.00 ",17,Yes,Yes,Visa,35,9," $2,571.70 ",No,71, $67.35 ," $1,647.65 ",No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,No,No,Yes,No,27,No,No,No,No,Yes
3257-WEGDDM-4L1,5,5,Female,30,15,Professional,No,3,No," $82,000.00 ",2.8,0.169904,2.126096,Yes,Unmarried,1,10,0,0,0,1,2,Own,Foreign," $38,500.00 ",36,Yes,Yes,Disc,6,6," $1,728.20 ",No,5, $8.85 , $6.95 ,Yes, $38.20 , $158.25 ,Yes,Yes, $27.95 , $99.60 ,No,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,No
7436-MAIBQW-H3L,2,2,Male,65,12,Agriculture,No,34,No," $171,000.00 ",14.9,7.159599,18.319401,No,Unmarried,1,0,0,0,0,0,2,Own,Foreign," $88,200.00 ",25,No,No,Visa,38,9," $4,129.90 ",No,72, $114.90 ," $2,718.45 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,21,No,No,No,No,Yes
5698-AZJRSJ-31J,3,1,Male,59,18,Labor,No,30,No," $173,000.00 ",5.9,3.092721,7.114279,No,Unmarried,1,0,0,0,0,0,1,Own,Foreign," $78,700.00 ",23,No,Yes,Disc,23,10," $2,754.10 ",No,41, $24.45 , $309.25 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,2,No,Yes,No,No,No,19,Yes,Yes,No,No,Yes
5641-KBKLPR-VXN,2,1,Female,57,12,Agriculture,No,17,No," $56,000.00 ",14.6,2.460976,5.715024,No,Married,2,0,0,0,0,1,0,-1,-1," $(1,000.00)",26,No,Yes,Disc,10,12," $3,991.30 ",Yes,31, $32.55 , $331.95 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,17,No,No,No,No,No
8736-BVKWKI-755,5,3,Female,65,10,Labor,Yes,34,No," $221,000.00 ",4,4.38464,4.45536,No,Unmarried,1,7,0,0,0,1,4,Own,Foreign," $93,100.00 ",27,No,Yes,Mast,35,13," $4,678.30 ",Yes,63, $31.65 , $602.80 ,No, $-   , $-   ,Yes,Yes, $57.15 ," $3,551.60 ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21,Yes,No,No,Yes,No
4780-LMJHVJ-3F5,4,1,Male,55,20,Sales,No,4,No," $63,000.00 ",21.5,8.194725,5.350275,Yes,Unmarried,1,9,0,0,0,1,3,Own,Foreign," $26,700.00 ",21,Yes,Yes,Visa,15,10," $2,918.10 ",No,28, $28.95 , $248.15 ,Yes, $35.45 , $899.95 ,No,No, $-   , $-   ,Yes,Yes,Yes,2,No,No,No,Yes,Yes,22,Yes,Yes,No,No,Yes
4804-IHMCYM-OVT,5,1,Female,18,13,Professional,No,0,No," $21,000.00 ",1,0.10353,0.10647,No,Unmarried,4,2,0,2,0,1,1,Lease,Foreign," $8,100.00 ",22,Yes,No,Mast,0,13," $5,173.30 ",No,8, $33.15 , $104.60 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,8,No,Yes,No,No,No
4083-DLHZVY-SNH,5,5,Female,45,13,Sales,No,2,No," $36,000.00 ",14.7,0.809676,4.482324,No,Married,4,0,0,0,0,1,2,Own,Domestic," $18,300.00 ",26,Yes,Yes,Mast,13,8," $1,186.90 ",No,47, $22.20 , $368.05 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,Yes,19,Yes,No,No,No,No
3636-EWAYDE-7LS,4,4,Female,72,15,Sales,No,2,No," $35,000.00 ",10.2,0.714,2.856,No,Unmarried,1,5,3,2,0,0,2,Own,Domestic," $22,600.00 ",21,No,No,Mast,38,7," $1,207.30 ",Yes,71, $71.10 ," $1,640.25 ",Yes, $33.60 ," $2,376.25 ",Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,Yes,Yes,18,Yes,Yes,No,No,Yes
8111-VIZIJE-RQJ,1,2,Male,60,14,Professional,No,14,Yes," $10,000.00 ",5.1,0.19482,0.31518,No,Married,5,0,0,0,0,1,2,Lease,Domestic," $3,100.00 ",25,No,Yes,AMEX,17,11," $2,946.20 ",Yes,35, $45.90 , $547.60 ,Yes, $46.90 ," $1,575.10 ",Yes,Yes, $34.45 ," $1,269.65 ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,Yes,No,No,No,No
2221-JEBBVE-3D4,2,4,Male,50,12,Service,No,26,No," $163,000.00 ",3.2,0.751104,4.464896,No,Married,2,1,0,1,0,0,2,Own,Domestic," $63,400.00 ",32,Yes,Yes,Disc,32,17," $8,896.70 ",Yes,59, $41.10 , $860.70 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,2,No,No,No,No,No,16,Yes,Yes,Yes,No,Yes
3780-WQNHOZ-888,5,3,Female,64,8,Sales,No,15,Yes," $10,000.00 ",14.9,0.41422,1.07578,No,Unmarried,1,9,0,0,0,1,4,Own,Domestic," $4,500.00 ",27,No,Yes,Mast,4,9," $1,272.20 ",No,12, $20.40 , $76.00 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,Yes,No,No,26,No,No,No,No,No
1427-IDHMZG-E0Q,3,3,Female,41,20,Professional,No,5,No," $184,000.00 ",6.1,3.580456,7.643544,No,Unmarried,1,1,0,0,0,1,3,Own,Domestic," $87,500.00 ",30,No,No,Disc,15,7," $1,540.50 ",No,27, $13.65 , $122.10 ,Yes, $45.60 ," $1,212.70 ",Yes,Yes, $48.90 ," $1,263.00 ",No,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,25,Yes,Yes,Yes,Yes,Yes
9800-LYSRQF-PRV,1,1,Female,20,15,Service,No,0,No," $15,000.00 ",4.4,0.15114,0.50886,Yes,Married,6,0,0,0,0,0,2,Lease,Foreign," $5,900.00 ",17,No,No,Visa,2,7," $1,188.90 ",Yes,8, $17.70 , $43.25 ,Yes, $37.50 , $280.85 ,No,Yes, $22.95 , $183.10 ,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,23,Yes,No,Yes,Yes,No
3168-QPQOXN-OJ9,1,1,Male,68,16,Sales,No,15,Yes," $14,000.00 ",7.9,0.047558,1.058442,No,Unmarried,1,1,0,0,1,0,3,Lease,Foreign," $8,200.00 ",25,No,Yes,Visa,28,13," $2,614.30 ",No,42, $38.25 , $523.30 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,Yes,No,No,Yes,No,27,No,Yes,No,No,Yes
4868-OOOEML-KCB,3,2,Male,78,17,Sales,No,11,Yes," $11,000.00 ",8.7,0.307197,0.649803,No,Married,2,7,2,0,0,0,0,-1,-1," $(1,000.00)",20,No,No,AMEX,14,12," $2,597.80 ",No,32, $17.85 , $186.80 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,2,No,No,No,No,Yes,26,Yes,No,Yes,No,No
3017-MPTUVH-FFJ,1,4,Male,40,21,Sales,No,2,No," $31,000.00 ",25,2.0925,5.6575,No,Married,2,0,0,0,0,0,2,Own,Domestic," $13,700.00 ",34,No,Yes,AMEX,11,6," $3,355.70 ",Yes,20, $15.75 , $98.05 ,Yes, $40.00 , $785.45 ,Yes,No, $-   , $-   ,Yes,Yes,Yes,4,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No
4316-RMIBNS-8I3,1,4,Male,79,9,Service,No,22,Yes," $12,000.00 ",9.6,0.288,0.864,No,Married,2,3,3,0,0,1,2,Own,Foreign," $4,100.00 ",28,Yes,No,Disc,37,6, $813.30 ,No,68, $50.85 ," $1,157.95 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,Yes,Yes,No,No,24,No,No,No,No,Yes
4918-WTXQYZ-284,5,4,Male,20,13,Sales,No,0,No," $18,000.00 ",3.6,0.187272,0.460728,Yes,Unmarried,3,4,3,0,1,1,2,Own,Foreign," $9,200.00 ",25,No,No,AMEX,2,6," $1,994.70 ",Yes,32, $54.75 , $559.65 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,No,No,Yes,15,No,No,Yes,No,Yes
8558-CDSHOL-Z77,1,1,Female,44,20,Professional,Yes,5,No," $66,000.00 ",0.9,0.200772,0.393228,No,Married,4,1,1,0,0,0,3,Own,Domestic," $31,000.00 ",20,Yes,No,Disc,12,7," $1,289.80 ",Yes,30, $21.15 , $210.00 ,No, $-   , $-   ,Yes,Yes, $17.20 , $483.55 ,No,Yes,No,No,Yes,Yes,No,Yes,No,19,No,No,No,No,No
7827-HPIBMK-T13,3,4,Male,77,10,Crafts,No,29,Yes," $9,000.00 ",6.3,0.176337,0.390663,No,Married,2,2,0,2,0,0,3,Lease,Foreign," $4,800.00 ",37,Yes,No,Disc,30,6, $819.30 ,No,67, $42.75 , $920.30 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,4,No,No,No,No,No,19,Yes,No,No,No,Yes
3936-QZWSPD-NQQ,4,1,Male,49,14,Crafts,No,16,No," $103,000.00 ",5,1.3596,3.7904,No,Married,3,5,0,0,0,1,4,Own,Foreign," $69,700.00 ",24,No,No,Disc,14,14," $3,473.40 ",No,40, $19.80 , $289.75 ,Yes, $32.50 ," $1,281.15 ",Yes,Yes, $25.10 , $956.60 ,Yes,No,No,4,Yes,No,Yes,No,Yes,21,Yes,Yes,Yes,No,Yes
1033-AFEANQ-U2C,4,5,Male,69,12,Sales,No,1,No," $19,000.00 ",11.7,0.55575,1.66725,No,Unmarried,1,1,1,0,0,0,3,Own,Foreign," $13,500.00 ",29,No,Yes,Mast,24,11," $2,962.70 ",No,45, $27.75 , $409.45 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,Yes,No,No,No,22,No,No,Yes,No,No
5180-JIRFDZ-490,2,4,Male,40,17,Sales,No,1,No," $60,000.00 ",15.2,4.56,4.56,Yes,Unmarried,1,1,0,1,0,0,1,Own,Foreign," $26,600.00 ",36,Yes,Yes,Disc,21,8," $1,073.60 ",No,32, $22.05 , $210.40 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,No,No,No,No,20,No,Yes,Yes,No,No
0403-YVGXYF-XGN,3,3,Male,52,17,Sales,No,4,No," $53,000.00 ",3.4,0.821712,0.980288,No,Married,2,11,0,0,0,0,2,Own,Foreign," $20,900.00 ",26,No,No,Disc,32,18," $10,089.20 ",No,53, $39.00 , $695.80 ,Yes, $34.00 ," $1,765.85 ",Yes,Yes, $29.40 ," $1,543.25 ",No,Yes,No,No,Yes,No,Yes,Yes,No,24,No,No,No,No,No
7149-OVUCFO-IVL,1,1,Male,71,12,Crafts,No,38,Yes," $12,000.00 ",3.9,0.171756,0.296244,No,Unmarried,1,3,3,0,0,1,4,Lease,Foreign," $3,500.00 ",25,No,Yes,Mast,40,9," $1,281.80 ",No,72, $141.60 ," $3,412.35 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,19,Yes,No,No,No,Yes
1969-VBSNJC-Y0A,4,2,Male,73,11,Sales,No,16,Yes," $12,000.00 ",2.8,0.16464,0.17136,No,Unmarried,1,9,0,0,2,0,2,Lease,Domestic," $7,500.00 ",23,No,Yes,Visa,37,15," $3,632.50 ",No,70, $134.85 ," $3,196.65 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,Yes,No,No,19,No,No,No,No,Yes
5410-ZTFPDV-1XL,4,2,Female,24,16,Agriculture,No,1,No," $13,000.00 ",2.6,0.233896,0.104104,No,Married,4,1,0,0,0,1,2,Lease,Domestic," $4,300.00 ",22,No,No,Visa,6,1, $75.30 ,Yes,31, $17.85 , $171.45 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,Yes,Yes,No,No,19,Yes,Yes,No,No,Yes
2677-FNCVMK-AV4,2,1,Female,54,20,Service,No,10,No," $46,000.00 ",3.4,0.197064,1.366936,No,Unmarried,1,0,0,0,0,1,3,Own,Domestic," $18,600.00 ",15,No,Yes,AMEX,13,13," $4,976.80 ",No,34, $25.95 , $302.70 ,Yes, $23.35 , $723.20 ,No,No, $-   , $-   ,Yes,No,No,3,No,No,No,No,Yes,15,Yes,Yes,Yes,No,Yes
9549-BWMGNM-N7R,1,3,Male,29,15,Service,No,4,No," $20,000.00 ",4.4,0.2024,0.6776,No,Married,4,0,0,0,0,0,4,Lease,Domestic," $10,500.00 ",26,No,No,Disc,10,16," $3,755.70 ",Yes,27, $13.50 , $125.00 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,18,No,Yes,No,No,No
8484-UVTYOP-GV9,4,2,Female,20,10,Professional,No,0,No," $22,000.00 ",11.5,1.3409,1.1891,No,Married,6,1,0,1,0,0,1,Own,Foreign," $12,400.00 ",26,No,No,Othe,2,9," $2,330.90 ",Yes,35, $37.80 , $448.10 ,No, $-   , $-   ,Yes,Yes, $20.55 , $719.55 ,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,No,No,Yes
5037-FSOOKX-C27,4,3,Female,52,13,Sales,No,10,No," $60,000.00 ",5.3,0.17172,3.00828,No,Unmarried,1,8,0,0,2,1,2,Own,Domestic," $25,200.00 ",23,No,Yes,Mast,23,8," $2,608.10 ",No,50, $39.15 , $650.75 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,30,No,No,No,No,Yes
4181-TGBTEF-CPM,4,4,Female,63,17,Professional,No,19,No," $64,000.00 ",12.3,2.865408,5.006592,No,Married,2,7,0,1,0,1,1,Own,Domestic," $36,900.00 ",19,No,Yes,AMEX,27,9," $3,248.40 ",No,48, $28.50 , $389.25 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,Yes,Yes,4,Yes,Yes,Yes,Yes,No,13,Yes,Yes,No,No,Yes
9148-LMSXVM-OVQ,1,2,Female,70,13,Labor,No,26,Yes," $17,000.00 ",27.8,0.888488,3.837512,No,Unmarried,1,0,0,0,0,0,3,Own,Foreign," $6,900.00 ",24,No,Yes,Mast,25,10," $2,392.30 ",Yes,55, $30.00 , $540.90 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,4,No,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,No,Yes
2109-AAWNKU-KMC,1,2,Male,42,13,Sales,No,3,No," $110,000.00 ",5.4,2.97,2.97,No,Unmarried,1,3,0,0,0,0,3,Own,Foreign," $54,200.00 ",23,Yes,Yes,Mast,1,11," $2,900.20 ",No,1, $6.15 , $2.05 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,19,Yes,No,No,No,No
0106-WTLOLB-O43,1,1,Male,52,18,Professional,No,15,No," $108,000.00 ",13.9,1.5012,13.5108,No,Married,5,1,1,0,0,1,2,Own,Domestic," $32,000.00 ",28,No,No,AMEX,34,12," $5,505.00 ",No,69, $70.20 ," $1,635.95 ",No, $-   , $-   ,Yes,Yes, $43.05 ," $2,920.15 ",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,21,No,No,Yes,Yes,Yes
8065-VTRXTT-CR6,5,3,Female,52,11,Professional,No,7,No," $48,000.00 ",12.2,4.233888,1.622112,Yes,Unmarried,3,4,3,1,0,1,2,Own,Domestic," $24,600.00 ",31,No,No,Visa,11,10," $2,918.10 ",No,25, $47.40 , $384.55 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,No,No,19,No,No,No,No,No
7317-IHWXXF-42H,1,1,Female,20,8,Labor,No,1,No," $17,000.00 ",3.8,0.199614,0.446386,No,Married,3,11,0,0,4,0,2,Own,Domestic," $9,200.00 ",19,No,Yes,Mast,2,11," $2,341.40 ",Yes,8, $9.15 , $35.15 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,20,No,No,No,No,No
6211-VQQMXY-VEY,4,3,Female,39,20,Service,No,7,No," $58,000.00 ",16.1,4.258128,5.079872,Yes,Married,4,1,1,0,0,0,4,Own,Foreign," $28,500.00 ",29,No,No,Visa,21,7," $2,420.70 ",Yes,61, $30.15 , $632.85 ,Yes, $46.30 ," $2,881.35 ",Yes,Yes, $46.20 ," $2,818.25 ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,23,Yes,No,Yes,Yes,Yes
8923-GVFINO-LIN,1,1,Male,48,11,Sales,No,4,No," $31,000.00 ",11.7,0.522288,3.104712,No,Married,2,9,0,0,0,1,1,Own,Domestic," $17,000.00 ",22,Yes,Yes,Visa,30,15," $7,126.90 ",No,47, $54.90 , $900.50 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,Yes,No,No,22,No,No,No,No,No
7091-MBBXYH-11G,5,5,Female,38,14,Professional,No,3,No," $29,000.00 ",6,0.8091,0.9309,No,Married,2,2,2,0,0,1,4,Own,Foreign," $9,800.00 ",29,No,No,Disc,20,18," $3,908.50 ",No,63, $78.30 ," $1,535.40 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,2,No,No,No,No,Yes,21,Yes,Yes,Yes,No,Yes
1509-USPCEF-EYU,5,5,Male,25,13,Professional,No,3,No," $22,000.00 ",10.3,0.81576,1.45024,Yes,Married,3,3,0,1,0,0,0,-1,-1," $(1,000.00)",26,Yes,No,Visa,7,20," $4,515.80 ",No,37, $30.90 , $376.70 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,26,No,No,Yes,No,No
4317-UOOSUV-HXB,2,4,Male,45,13,Sales,Yes,1,No," $26,000.00 ",6.4,0.98176,0.68224,No,Unmarried,1,5,0,0,0,0,2,Own,Domestic," $11,500.00 ",35,No,Yes,Mast,13,12," $3,420.80 ",Yes,42, $19.35 , $261.40 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,4,No,No,No,No,No,25,Yes,Yes,No,No,No
3872-YBCXVM-0FD,5,3,Male,48,14,Sales,No,4,No," $22,000.00 ",8,0.02992,1.73008,No,Married,3,2,0,0,2,0,4,Lease,Domestic," $9,400.00 ",34,No,No,Visa,1,10," $2,093.00 ",Yes,1, $7.20 , $2.40 ,No, $-   , $-   ,Yes,Yes, $25.60 , $25.60 ,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,No
6115-KSXRSH-38S,2,3,Male,20,13,Service,Yes,0,No," $17,000.00 ",12.9,1.043868,1.149132,Yes,Unmarried,1,1,0,1,0,0,1,Own,Domestic," $8,500.00 ",22,No,Yes,Visa,1,10," $3,651.70 ",Yes,2, $7.05 , $3.15 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,Yes,No,Yes,No,No,0,No,No,No,No,No
3061-EXBWSF-CAU,5,3,Female,59,13,Service,No,17,No," $57,000.00 ",13.4,5.430618,2.207382,No,Unmarried,1,1,1,0,0,1,2,Own,Domestic," $27,800.00 ",25,No,Yes,Mast,27,9," $3,421.90 ",No,64, $51.45 ," $1,166.35 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,Yes,Yes,Yes,Yes,No,28,Yes,No,No,No,Yes
0764-HDSNFK-8CC,3,1,Male,49,14,Crafts,Yes,11,No," $86,000.00 ",5.8,3.805844,1.182156,No,Unmarried,1,1,0,0,0,1,2,Own,Foreign," $37,400.00 ",32,Yes,Yes,Visa,32,11," $3,451.70 ",Yes,62, $37.95 , $756.95 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,20,No,No,No,No,Yes
6280-AWEJDI-TNU,4,5,Male,67,13,Sales,No,8,No," $46,000.00 ",4.9,0.516166,1.737834,No,Married,2,2,1,1,0,1,0,-1,-1," $(1,000.00)",32,No,Yes,AMEX,39,13," $4,307.10 ",Yes,71, $50.40 ," $1,179.25 ",No, $-   , $-   ,Yes,Yes, $37.95 ," $2,572.20 ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,22,Yes,No,No,Yes,Yes
0381-NFGAKR-AFB,1,1,Female,32,20,Sales,No,0,No," $37,000.00 ",17.9,1.543159,5.079841,Yes,Unmarried,1,1,1,0,0,1,2,Own,Domestic," $10,200.00 ",23,No,Yes,Disc,5,15," $3,178.90 ",No,1, $14.25 , $4.75 ,Yes, $30.25 , $30.25 ,Yes,No, $-   , $-   ,Yes,Yes,Yes,3,No,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,No
