,CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,Gender_num,LoanDefault_num,DebtToIncomeRatio_Recoded,Age_Recoded,PhoneCoTenure_Coded,OwnsMobileDevice_Coded,HomeOwner2,VoiceLastMonth_Coded,CardSpendMonth_cat,EquipmentOverTenure_cat,CarValue_cat
4318,6318-GJXIZZ-26J,5,5,Female,73,20,Professional,Yes,13,No,77000.0,13.7,3.808189,6.740811,2,2,1.0,9.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,32,No,Yes,Mast,22,12,2666.8,Yes,49, $31.50 , $525.95 ,Yes, $56.25 ,2761.65,Yes,1, $47.80 ,1,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,No,No,2.0,2,3,4,3,2,2.0,31.5,1,2,1
4319,4451-NEQWOG-BFC,1,5,Female,76,11,Crafts,No,24,Yes,16000.0,9.5,0.24472,1.27528,2,1,4.0,14.0,0.0,0.0,0.0,1.0,2,Lease,Domestic,5300.0,25,No,Yes,Visa,40,5,1209.0,No,72, $155.25 ," $3,714.15 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,Yes,Yes,Yes,No,23,No,No,No,No,Yes,2.0,2,2,4,4,1,2.0,155.25,1,1,1
4320,4010-NBXOCJ-UT7,5,5,Female,72,13,Crafts,No,40,Yes,14000.0,20.0,1.4364,1.3636,2,2,1.0,1.0,1.0,0.0,0.0,1.0,3,Lease,Domestic,4200.0,35,No,No,Disc,36,14,2578.4,Yes,71, $51.75 ," $1,221.60 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,2,No,No,No,No,Yes,20,Yes,Yes,No,No,Yes,2.0,2,4,4,4,2,2.0,51.75,1,1,1
4321,0785-RMHBSX-QYK,4,1,Female,58,18,Service,No,17,No,140000.0,21.3,13.09098,16.72902,1,2,1.0,3.0,2.0,1.0,0.0,1.0,1,Own,Foreign,53900.0,19,Yes,No,Disc,12,5,916.6,No,28, $25.50 , $250.40 ,No, $-   ,0.0,Yes,1, $28.55 ,1,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,22,Yes,No,No,Yes,No,2.0,1,4,3,2,1,2.0,25.5,1,1,3
4322,9282-WPEYAO-PTU,5,5,Male,41,18,Sales,No,3,No,35000.0,8.5,0.312375,2.662625,2,1,2.0,3.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,22,Yes,Yes,AMEX,11,11,4150.4,No,22, $26.55 , $213.00 ,No, $-   ,0.0,No,0, $-   ,1,Yes,No,Yes,3,No,No,No,No,Yes,22,Yes,No,Yes,No,No,1.0,2,2,2,2,1,2.0,26.55,1,1,1
4323,7698-RZOTTO-EC9,2,1,Male,50,15,Crafts,No,17,No,80000.0,2.9,1.05096,1.26904,2,1,2.0,0.0,0.0,0.0,0.0,1.0,1,Own,Foreign,43900.0,30,Yes,No,AMEX,23,9,4078.6,No,58, $55.05 ," $1,036.60 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,20,Yes,No,Yes,No,Yes,1.0,2,1,3,3,1,2.0,55.05,1,1,2
4324,9831-FASJKX-KDA,4,5,Male,20,15,Crafts,No,0,No,18000.0,6.4,0.150912,1.001088,1,2,4.0,2.0,0.0,2.0,0.0,0.0,2,Lease,Foreign,5900.0,43,Yes,Yes,AMEX,2,11,3935.7,No,7, $15.75 , $40.40 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,21,No,No,No,No,No,1.0,1,2,1,1,1,1.0,15.75,1,1,1
4325,8906-YTASPW-PT4,2,1,Female,79,13,Sales,No,7,Yes,9000.0,9.5,0.469395,0.385605,2,1,2.0,0.0,0.0,0.0,0.0,0.0,4,Lease,Foreign,5200.0,31,No,No,Mast,27,10,1735.3,No,63, $59.55 ," $1,240.20 ",No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,No,No,Yes,No,0,No,Yes,No,No,Yes,2.0,2,2,4,4,2,1.0,59.55,1,1,1
4326,1009-GGLDAH-TAC,5,3,Female,52,10,Professional,No,8,No,65000.0,11.4,5.1129,2.2971,2,1,2.0,0.0,0.0,0.0,0.0,1.0,3,Own,Domestic,25500.0,24,No,No,Visa,20,7,1040.9,Yes,39, $27.00 , $341.05 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,16,Yes,No,No,No,No,2.0,2,3,3,3,1,2.0,27.0,1,1,1
4327,7178-QWDZEB-BZQ,4,1,Female,62,7,Sales,No,5,No,32000.0,5.3,0.476576,1.219424,2,1,2.0,7.0,0.0,0.0,0.0,1.0,1,Own,Domestic,14600.0,34,No,No,Mast,14,14,2552.0,No,31, $17.70 , $191.60 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,17,No,No,No,No,No,2.0,2,2,3,2,1,2.0,17.7,1,1,1
4328,8321-KZDZZX-H8T,1,3,Male,25,15,Sales,No,0,No,19000.0,2.6,0.073606,0.420394,2,1,4.0,0.0,0.0,0.0,0.0,1.0,4,Own,Domestic,9800.0,30,Yes,Yes,Mast,1,6,1334.2,No,3, $18.15 , $14.90 ,No, $-   ,0.0,Yes,1, $27.95 ,1,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,21,No,Yes,No,No,No,1.0,2,1,1,1,2,2.0,18.15,1,1,1
4329,0577-TWNSNX-7EF,2,5,Male,29,11,Crafts,No,7,No,39000.0,1.3,0.227643,0.279357,2,2,2.0,1.0,0.0,1.0,0.0,0.0,2,Own,Foreign,22000.0,31,Yes,Yes,Mast,11,9,1965.7,Yes,42, $43.35 , $618.50 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,22,No,No,No,No,Yes,1.0,2,1,1,3,1,1.0,43.35,1,1,1
4330,1636-AJDHWK-OJU,5,4,Male,18,13,Professional,No,0,No,19000.0,6.0,0.46284,0.67716,2,2,1.0,9.0,2.0,0.0,0.0,0.0,1,Lease,Foreign,8800.0,21,No,No,AMEX,0,15,6652.4,Yes,11, $8.25 , $28.70 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,Yes,Yes,No,26,No,No,No,No,Yes,1.0,2,2,1,1,1,1.0,8.25,1,1,1
4331,2129-FHCWLZ-ZM5,3,3,Female,70,18,Professional,Yes,12,No,123000.0,2.9,0.613524,2.953476,2,2,1.0,9.0,2.0,0.0,0.0,1.0,4,Own,Domestic,58600.0,22,Yes,No,Mast,38,19,5416.3,No,72, $93.30 ," $2,291.75 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,Yes,Yes,Yes,No,19,Yes,No,No,No,Yes,2.0,2,1,4,4,1,2.0,93.3,1,1,3
4332,1446-EOSUKZ-KSJ,2,2,Male,18,13,Professional,No,0,No,24000.0,4.2,0.235872,0.772128,2,2,3.0,0.0,0.0,0.0,0.0,0.0,3,Own,Foreign,14600.0,27,No,Yes,Visa,0,11,2679.4,No,8, $40.95 , $108.05 ,No, $-   ,0.0,Yes,1, $32.10 ,1,Yes,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,19,Yes,No,Yes,No,No,1.0,2,1,1,1,1,1.0,40.95,1,1,1
4333,6725-WVDKTL-Y9J,3,4,Female,37,13,Sales,No,4,No,33000.0,7.0,0.24255,2.06745,2,2,1.0,1.0,0.0,1.0,0.0,0.0,0,-1,-1,1000.0,32,No,No,Visa,7,9,2075.4,Yes,25, $15.30 , $131.85 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,3,No,No,No,No,No,18,Yes,Yes,Yes,No,No,2.0,2,2,2,2,2,1.0,15.3,1,1,1
4334,4108-OUNWAB-W0Q,5,4,Female,54,12,Sales,No,4,No,43000.0,3.9,0.511485,1.165515,2,1,2.0,4.0,1.0,1.0,0.0,0.0,1,Own,Domestic,22600.0,28,No,Yes,Disc,13,5,638.5,No,29, $24.15 , $190.45 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,24,No,No,No,No,No,2.0,2,1,3,2,1,1.0,24.15,1,1,1
4335,5128-AHGTLR-ECI,2,1,Female,28,15,Sales,No,0,No,22000.0,7.8,0.73788,0.97812,2,1,4.0,1.0,0.0,1.0,0.0,0.0,2,Own,Foreign,11700.0,19,No,No,Mast,5,8,1739.9,No,16, $15.45 , $79.65 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,28,No,No,No,No,No,2.0,2,2,1,1,1,1.0,15.45,1,1,1
4336,1656-EBYZAL-ZLY,1,1,Male,48,20,Professional,No,9,No,50000.0,10.5,3.08175,2.16825,1,1,2.0,0.0,0.0,0.0,0.0,1.0,1,Own,Foreign,20600.0,31,No,Yes,Mast,6,7,2446.9,No,24, $20.85 , $148.10 ,No, $-   ,0.0,No,0, $-   ,1,Yes,Yes,No,4,No,No,No,No,Yes,21,Yes,No,Yes,No,No,1.0,1,3,3,2,1,2.0,20.85,1,1,1
4337,8065-JTDURW-OCG,4,1,Female,74,17,Service,No,22,No,142000.0,0.8,0.259008,0.876992,2,2,1.0,0.0,0.0,0.0,0.0,1.0,2,Own,Domestic,81200.0,26,No,Yes,Disc,36,11,10242.3,No,70, $161.55 ," $3,910.45 ",Yes, $43.40 ,3069.25,Yes,0, $-   ,1,Yes,Yes,No,3,No,No,Yes,No,Yes,11,Yes,No,Yes,No,Yes,2.0,2,1,4,4,1,2.0,161.55,2,2,4
4338,2623-MEOMRM-QB7,1,1,Male,54,17,Sales,No,11,No,77000.0,5.0,1.05105,2.79895,2,2,1.0,6.0,1.0,0.0,1.0,1.0,0,-1,-1,1000.0,19,Yes,Yes,Disc,27,15,2479.3,Yes,52, $36.15 , $656.85 ,Yes, $36.75 ,1804.3,Yes,1, $37.20 ,1,Yes,Yes,Yes,4,Yes,No,Yes,No,No,26,Yes,Yes,No,No,Yes,1.0,2,1,3,3,2,2.0,36.15,1,2,1
4339,6856-KHZATU-IGL,4,3,Male,57,19,Service,No,12,No,85000.0,34.9,10.14543,19.51957,1,1,2.0,8.0,1.0,0.0,0.0,1.0,3,Own,Domestic,41000.0,27,No,No,Disc,23,11,4713.0,No,53, $48.30 , $862.00 ,Yes, $55.20 ,2943.35,Yes,1, $63.55 ,2,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,26,Yes,Yes,Yes,Yes,No,1.0,1,4,3,3,2,2.0,48.3,1,2,2
4340,7405-OIJWSJ-4IB,1,2,Male,29,13,Crafts,No,6,No,21000.0,24.8,2.13528,3.07272,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,1000.0,29,No,Yes,AMEX,6,5,960.8,Yes,16, $24.90 , $128.75 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,26,No,No,Yes,No,No,1.0,1,4,1,1,1,1.0,24.9,1,1,1
4341,4891-UBNVXR-I1X,2,2,Male,37,11,Professional,No,4,No,34000.0,12.7,1.234948,3.083052,1,2,3.0,1.0,0.0,1.0,0.0,0.0,4,Own,Domestic,16700.0,22,Yes,No,Othe,11,6,1086.1,Yes,37, $21.15 , $271.90 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,17,No,No,No,No,No,1.0,1,3,2,2,1,1.0,21.15,1,1,1
4342,0378-YTNFRY-YPC,5,5,Male,21,13,Crafts,Yes,1,No,22000.0,31.8,2.504568,4.491432,2,2,1.0,2.0,0.0,2.0,0.0,1.0,0,-1,-1,1000.0,26,No,No,AMEX,3,10,2302.0,Yes,44, $51.75 , $751.35 ,Yes, $49.35 ,1916.15,Yes,1, $34.60 ,1,Yes,Yes,No,0,Yes,Yes,Yes,Yes,No,25,Yes,No,Yes,Yes,Yes,1.0,2,4,1,3,1,2.0,51.75,1,2,1
4343,1092-ZIWTTO-1MD,2,3,Female,48,13,Sales,Yes,4,No,56000.0,6.6,0.11088,3.58512,2,2,1.0,7.0,1.0,0.0,0.0,1.0,1,Own,Domestic,29900.0,30,No,No,Disc,30,5,822.0,No,64, $104.25 ," $2,276.50 ",No, $-   ,0.0,Yes,1, $22.75 ,1,Yes,No,No,1,Yes,No,No,Yes,Yes,23,Yes,Yes,No,No,No,2.0,2,2,3,4,2,2.0,104.25,1,1,2
4344,9101-HEPAWQ-C1J,5,2,Female,43,12,Service,No,11,No,37000.0,12.3,0.263958,4.287042,2,1,2.0,0.0,0.0,0.0,0.0,0.0,1,Own,Foreign,13600.0,28,No,No,Mast,5,8,1926.3,Yes,12, $8.55 , $36.05 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,3,No,No,No,No,No,23,Yes,No,Yes,No,No,2.0,2,3,2,1,1,1.0,8.55,1,1,1
4345,7131-KZAJQV-CVB,2,3,Female,47,18,Crafts,Yes,18,No,144000.0,2.8,1.689408,2.342592,2,2,2.0,0.0,0.0,0.0,0.0,1.0,1,Own,Foreign,82300.0,22,No,No,Disc,5,8,1948.4,No,9, $12.75 , $38.25 ,Yes, $27.35 ,260.1,No,0, $-   ,1,No,No,No,1,No,No,Yes,No,No,18,Yes,Yes,No,No,No,2.0,2,1,2,1,2,2.0,12.75,1,1,4
4346,8354-KNMJNR-QEC,1,1,Female,32,15,Professional,Yes,1,No,39000.0,16.6,2.932722,3.541278,2,1,5.0,1.0,1.0,0.0,0.0,1.0,0,-1,-1,1000.0,17,No,Yes,Mast,14,14,10422.1,Yes,56, $30.15 , $600.20 ,Yes, $34.15 ,1936.9,Yes,1, $33.10 ,1,Yes,Yes,No,3,No,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,No,2.0,2,4,2,3,2,2.0,30.15,2,2,1
4347,1917-UNVOZH-K3E,5,4,Male,27,15,Professional,No,1,No,16000.0,10.6,0.256096,1.439904,2,1,3.0,0.0,0.0,0.0,0.0,1.0,2,Lease,Domestic,9100.0,35,No,Yes,Mast,9,7,1578.3,Yes,64, $26.55 , $560.40 ,Yes, $44.65 ,2914.45,Yes,0, $-   ,1,No,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,25,Yes,Yes,No,No,Yes,1.0,2,3,1,4,2,2.0,26.55,1,2,1
4348,2704-LZYTQD-QWX,2,1,Male,27,11,Sales,Yes,1,No,23000.0,22.4,0.133952,5.018048,2,1,2.0,5.0,0.0,0.0,0.0,0.0,2,Own,Domestic,14900.0,25,No,No,Mast,10,6,1475.3,Yes,12, $15.00 , $53.05 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,19,No,No,No,No,No,1.0,2,4,1,1,1,1.0,15.0,1,1,1
4349,6337-DWJYHK-QJE,5,5,Male,67,20,Professional,No,12,No,130000.0,11.5,2.691,12.259,2,2,1.0,4.0,0.0,4.0,0.0,1.0,1,Own,Domestic,89400.0,33,Yes,No,AMEX,9,13,3510.6,Yes,37, $24.00 , $289.75 ,Yes, $44.25 ,1534.75,Yes,1, $46.50 ,1,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,No,Yes,1.0,2,3,4,2,2,2.0,24.0,1,1,4
4350,8388-GRBDWT-6P5,1,2,Female,30,16,Sales,No,0,No,19000.0,14.3,0.445588,2.271412,1,2,1.0,9.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,20,No,No,Mast,13,13,3569.9,Yes,29, $45.00 , $425.35 ,No, $-   ,0.0,Yes,1, $35.55 ,1,Yes,Yes,No,2,No,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,No,2.0,1,3,1,2,2,2.0,45.0,1,1,1
4351,5783-UYAGKS-G83,1,4,Female,67,16,Sales,Yes,5,No,28000.0,6.3,0.174636,1.589364,2,1,2.0,1.0,1.0,0.0,0.0,1.0,3,Own,Domestic,12800.0,32,No,No,AMEX,35,9,2842.3,Yes,64, $51.15 ," $1,091.55 ",Yes, $42.70 ,2639.95,Yes,1, $35.50 ,1,Yes,Yes,Yes,1,Yes,Yes,No,Yes,No,23,Yes,Yes,No,No,Yes,2.0,2,2,4,4,2,2.0,51.15,1,2,1
4352,5616-QVURZC-BJ4,5,4,Female,52,13,Professional,No,20,No,248000.0,8.9,5.275208,16.796792,2,1,4.0,2.0,0.0,2.0,0.0,1.0,3,Own,Foreign,83300.0,22,Yes,No,Disc,34,11,2057.4,Yes,72, $241.80 ," $5,683.05 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,Yes,Yes,Yes,No,12,No,No,No,No,Yes,2.0,2,2,3,4,1,2.0,241.8,1,1,4
4353,7843-FWHVGC-QYE,1,1,Male,73,15,Sales,Yes,3,No,33000.0,6.2,0.390786,1.655214,2,1,2.0,0.0,0.0,0.0,0.0,1.0,2,Own,Domestic,17500.0,16,No,No,AMEX,39,13,5059.3,No,72, $88.80 ," $2,088.70 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,Yes,No,Yes,No,20,No,No,No,No,Yes,1.0,2,2,4,4,1,2.0,88.8,1,1,1
4354,5637-LPBUOO-JAH,1,2,Male,76,13,Sales,No,13,Yes,23000.0,15.0,1.10055,2.34945,2,2,1.0,5.0,0.0,1.0,0.0,1.0,2,Own,Domestic,10400.0,34,No,No,Disc,38,12,1277.4,No,72, $138.30 ," $3,307.70 ",No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,24,No,No,No,No,Yes,1.0,2,3,4,4,1,2.0,138.3,1,1,1
4355,7968-YDYADQ-JZV,2,3,Male,23,15,Professional,Yes,1,No,28000.0,6.0,0.11592,1.56408,1,2,1.0,9.0,0.0,0.0,0.0,1.0,3,Lease,Domestic,16900.0,30,Yes,No,Mast,2,11,2036.5,Yes,3, $10.20 , $9.65 ,Yes, $31.40 ,40.5,Yes,0, $-   ,1,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,14,Yes,Yes,No,No,No,1.0,1,2,1,1,2,2.0,10.2,1,1,1
4356,7213-WOTHDB-WNU,5,5,Male,62,16,Labor,No,17,Yes,16000.0,12.2,0.191296,1.760704,2,1,2.0,3.0,0.0,0.0,0.0,1.0,1,Own,Domestic,7300.0,29,Yes,No,Disc,35,8,1518.9,No,63, $78.60 ," $1,619.30 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,22,No,No,Yes,No,Yes,1.0,2,3,3,4,1,2.0,78.6,1,1,1
4357,3741-ABJXPY-CMH,5,4,Female,55,14,Crafts,Yes,26,No,130000.0,3.6,0.62244,4.05756,2,1,2.0,0.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,26,No,Yes,Mast,26,8,6513.1,No,46, $44.55 , $608.30 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,21,No,No,No,No,Yes,2.0,2,1,3,3,1,2.0,44.55,1,1,1
4358,3898-XYJZTF-LML,1,1,Male,24,15,Professional,No,1,No,18000.0,7.0,0.33138,0.92862,2,2,1.0,9.0,1.0,0.0,0.0,1.0,2,Own,Domestic,9000.0,22,No,No,Disc,2,8,3592.2,Yes,9, $5.25 , $20.60 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,23,No,No,No,No,No,1.0,2,2,1,1,1,2.0,5.25,1,1,1
4359,5523-BSOVSA-AOW,4,5,Male,20,13,Professional,Yes,0,No,18000.0,10.4,0.466128,1.405872,1,2,5.0,2.0,0.0,2.0,0.0,0.0,2,Own,Foreign,7000.0,32,No,No,AMEX,2,10,2452.6,Yes,16, $14.70 , $78.95 ,No, $-   ,0.0,Yes,1, $34.30 ,1,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,15,Yes,Yes,No,No,No,1.0,1,3,1,1,2,1.0,14.7,1,1,1
4360,6152-MPJNCG-H83,1,4,Female,39,15,Professional,No,5,No,35000.0,4.8,0.80976,0.87024,2,1,4.0,2.0,0.0,2.0,0.0,1.0,1,Own,Foreign,18600.0,27,No,No,AMEX,21,6,3039.3,Yes,45, $27.75 , $447.50 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,1,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes,2.0,2,1,2,3,2,2.0,27.75,1,1,1
4361,7106-YJPLZU-KLT,2,1,Male,21,16,Sales,No,0,No,28000.0,7.5,0.2961,1.8039,1,2,6.0,14.0,0.0,0.0,4.0,1.0,1,Own,Domestic,11400.0,25,No,No,AMEX,3,8,3779.0,Yes,14, $12.30 , $58.20 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,4,No,No,No,No,Yes,20,Yes,Yes,Yes,No,No,1.0,1,2,1,1,2,2.0,12.3,1,1,1
4362,9588-FLNZYX-Q8X,2,1,Female,77,14,Professional,No,18,No,41000.0,3.0,0.06519,1.16481,2,2,1.0,0.0,0.0,0.0,0.0,0.0,3,Own,Foreign,17000.0,13,Yes,Yes,Disc,40,16,5919.4,Yes,72, $109.35 ," $2,660.90 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,26,No,No,No,No,Yes,2.0,2,1,4,4,1,1.0,109.35,1,1,1
4363,4888-HLERTG-7RW,2,4,Male,72,15,Sales,Yes,7,Yes,18000.0,10.1,1.03626,0.78174,1,2,1.0,6.0,0.0,2.0,0.0,0.0,2,Own,Domestic,9400.0,26,No,No,Mast,7,7,2156.8,No,19, $13.80 , $69.20 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,No,No,Yes,No,19,No,Yes,No,No,No,1.0,1,3,4,2,2,1.0,13.8,1,1,1
4364,3702-CMRZWS-4I0,2,3,Male,20,9,Sales,No,0,No,15000.0,6.6,0.27621,0.71379,2,2,2.0,5.0,0.0,1.0,0.0,0.0,0,-1,-1,1000.0,29,No,No,Mast,2,13,7363.6,Yes,21, $20.85 , $136.45 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,Yes,No,No,No,No,20,No,No,No,No,No,1.0,2,2,1,2,1,1.0,20.85,1,1,1
4365,5757-QFBWHI-1XM,2,1,Female,62,14,Professional,No,9,No,45000.0,11.9,1.194165,4.160835,2,1,3.0,9.0,0.0,0.0,0.0,0.0,2,Own,Foreign,19700.0,33,No,No,Disc,17,13,2538.5,No,42, $25.80 , $350.80 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,No,Yes,No,No,16,No,Yes,No,No,No,2.0,2,3,3,3,2,1.0,25.8,1,1,1
4366,2343-ANDVVY-94B,3,2,Female,62,19,Professional,No,5,No,112000.0,1.6,0.532224,1.259776,2,1,2.0,4.0,0.0,4.0,0.0,1.0,3,Own,Foreign,44400.0,31,No,Yes,Disc,13,8,3046.2,Yes,32, $12.90 , $148.85 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,22,No,No,No,No,No,2.0,2,1,3,2,1,2.0,12.9,1,1,2
4367,4045-LHVURA-U05,5,2,Male,57,20,Professional,No,5,No,170000.0,19.6,1.56604,31.75396,1,2,1.0,4.0,3.0,1.0,0.0,1.0,2,Own,Foreign,89000.0,33,Yes,No,Visa,15,15,9923.3,Yes,52, $21.75 , $360.05 ,Yes, $29.50 ,1574.1,Yes,0, $-   ,1,Yes,No,No,1,No,No,No,No,Yes,25,Yes,Yes,Yes,No,No,1.0,1,4,3,3,2,2.0,21.75,2,1,4
4368,6347-XUDTDH-69I,3,5,Female,20,15,Crafts,No,0,No,18000.0,14.3,1.04247,1.53153,1,1,5.0,3.0,1.0,2.0,0.0,1.0,5,Own,Foreign,10300.0,34,No,Yes,AMEX,2,6,1680.4,No,22, $14.70 , $97.95 ,No, $-   ,0.0,Yes,1, $29.20 ,1,Yes,Yes,No,3,Yes,No,Yes,No,Yes,12,Yes,No,Yes,No,No,2.0,1,3,1,2,1,2.0,14.7,1,1,1
4369,0946-YVIXMA-X0W,1,1,Female,30,8,Professional,No,2,No,28000.0,1.9,0.341544,0.190456,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1,Own,Foreign,16100.0,19,No,Yes,Mast,4,15,4484.3,No,17, $15.00 , $79.15 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,19,Yes,No,No,No,No,2.0,2,1,1,1,1,1.0,15.0,1,1,1
4370,6981-NTUZOL-ALR,4,4,Female,35,18,Sales,No,2,No,36000.0,2.3,0.332856,0.495144,2,1,2.0,2.0,0.0,2.0,0.0,1.0,2,Own,Domestic,26000.0,36,Yes,Yes,Mast,17,8,1602.8,No,59, $45.90 , $896.15 ,Yes, $42.05 ,2473.0,Yes,0, $-   ,1,Yes,No,No,2,No,No,No,No,Yes,20,Yes,Yes,Yes,No,Yes,2.0,2,1,2,3,2,2.0,45.9,1,2,2
4371,3055-SIVUGH-FJ5,1,1,Male,69,18,Labor,No,28,Yes,103000.0,28.0,15.66012,13.17988,1,1,2.0,0.0,0.0,0.0,0.0,0.0,4,Own,Foreign,54200.0,34,No,No,Visa,22,12,4587.8,No,56, $55.35 , $952.45 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,Yes,Yes,Yes,No,14,No,No,No,No,Yes,1.0,1,4,4,3,1,1.0,55.35,1,1,3
4372,2486-OLWCHI-4KT,1,2,Male,35,15,Professional,No,6,No,51000.0,5.4,1.685448,1.068552,2,1,3.0,1.0,0.0,1.0,0.0,0.0,2,Own,Foreign,21600.0,20,Yes,Yes,Mast,14,10,5066.7,Yes,37, $26.10 , $317.65 ,Yes, $33.40 ,1245.95,Yes,1, $27.30 ,1,No,Yes,Yes,1,Yes,Yes,Yes,Yes,No,19,Yes,No,Yes,Yes,Yes,1.0,2,2,2,2,1,1.0,26.1,1,1,1
4373,8413-ZLZZJN-0CC,4,5,Male,57,17,Labor,No,25,Yes,13000.0,3.1,0.149916,0.253084,2,2,1.0,5.0,2.0,1.0,0.0,1.0,1,Own,Domestic,6400.0,41,Yes,Yes,Disc,39,13,1664.6,Yes,71, $117.00 ," $2,834.80 ",Yes, $39.90 ,2772.35,Yes,0, $-   ,1,Yes,No,No,4,No,Yes,No,No,Yes,19,Yes,No,No,No,Yes,1.0,2,1,3,4,1,2.0,117.0,1,2,1
4374,1495-ORHBEL-NR2,2,1,Male,71,16,Agriculture,No,32,Yes,11000.0,2.9,0.176726,0.142274,2,2,1.0,5.0,0.0,0.0,0.0,1.0,4,Own,Foreign,6300.0,20,No,Yes,Disc,9,8,2909.8,No,26, $20.40 , $163.70 ,No, $-   ,0.0,Yes,0, $-   ,1,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,18,No,No,No,Yes,No,1.0,2,1,4,2,1,2.0,20.4,1,1,1
